empty_server_form_handler,popup_window,https,request_from_other_domain,anchor_from_other_domain,is_popular,long_url,age_of_domain,ip_in_url,is_phishing
0,-1,-1,0,1,1,1,-1,1,1
-1,-1,1,0,-1,-1,0,1,0,1
-1,0,1,-1,0,0,-1,1,0,1
1,-1,1,0,-1,1,1,-1,0,-1
1,1,1,-1,-1,0,-1,1,0,-1
-1,0,1,0,-1,0,1,1,1,1
0,0,-1,0,1,0,1,-1,1,1
0,0,-1,0,1,-1,0,1,0,1
-1,-1,-1,-1,-1,0,0,1,0,1
1,0,1,-1,-1,-1,1,1,0,0
-1,0,-1,-1,-1,1,0,-1,0,1
1,0,0,1,1,-1,-1,1,0,-1
-1,-1,1,-1,-1,0,1,1,0,0
-1,0,1,-1,-1,0,-1,-1,0,1
-1,-1,-1,-1,-1,0,0,-1,0,1
1,0,1,0,0,0,-1,1,0,-1
-1,-1,-1,-1,-1,0,0,1,0,1
1,-1,1,0,-1,-1,0,1,0,-1
1,-1,1,-1,-1,1,-1,-1,0,1
-1,-1,1,-1,1,1,0,-1,0,0
-1,-1,-1,-1,-1,1,0,-1,0,1
-1,-1,-1,0,-1,-1,1,1,1,1
1,1,1,-1,-1,-1,0,1,0,-1
1,0,1,1,0,-1,-1,1,1,-1
-1,-1,1,-1,-1,0,-1,1,0,1
1,1,1,0,-1,1,-1,-1,0,-1
1,0,1,1,1,0,1,1,0,-1
-1,-1,-1,0,-1,-1,1,1,1,1
0,0,-1,0,0,-1,0,1,0,1
1,0,1,-1,-1,0,0,1,0,-1
1,0,1,0,-1,0,0,1,0,-1
1,0,-1,0,-1,1,0,-1,0,-1
1,-1,0,-1,-1,0,-1,-1,0,1
-1,0,-1,0,-1,0,0,1,0,1
-1,-1,1,-1,-1,-1,0,1,0,1
-1,0,1,1,0,1,-1,-1,0,-1
1,0,1,-1,-1,-1,0,1,0,-1
1,0,1,0,0,-1,0,1,0,-1
-1,-1,0,-1,-1,1,0,-1,0,1
-1,-1,-1,-1,-1,0,1,-1,1,1
1,0,1,-1,1,0,1,1,0,-1
0,0,-1,0,1,0,-1,-1,0,1
0,0,1,0,0,-1,1,1,1,1
1,-1,1,-1,-1,1,1,-1,0,0
-1,-1,1,-1,1,1,0,-1,0,0
-1,-1,1,0,1,1,1,-1,0,1
1,0,1,0,-1,-1,-1,1,1,-1
1,0,1,0,-1,0,0,1,0,-1
1,0,1,-1,1,0,1,-1,0,-1
1,0,1,-1,1,-1,0,1,0,-1
1,-1,1,-1,1,1,1,-1,0,-1
0,-1,0,0,1,1,0,-1,0,1
1,1,1,-1,1,-1,0,1,0,-1
1,0,1,-1,1,-1,0,1,0,-1
1,1,1,1,1,-1,-1,1,0,-1
1,-1,0,0,-1,1,-1,-1,0,1
-1,-1,1,-1,0,1,-1,-1,0,1
-1,-1,1,0,-1,-1,1,1,1,1
-1,-1,0,-1,-1,0,-1,1,0,-1
1,0,1,0,-1,1,1,-1,0,-1
-1,-1,1,-1,0,0,-1,1,0,1
-1,0,1,-1,-1,0,-1,1,0,1
-1,0,0,-1,-1,1,-1,-1,0,1
1,-1,0,1,1,-1,-1,1,1,1
1,-1,-1,-1,1,-1,1,1,0,0
-1,-1,-1,0,-1,0,0,1,0,1
1,0,1,1,1,0,0,-1,0,-1
0,-1,0,0,1,0,0,1,0,1
1,-1,0,1,1,0,1,1,0,1
-1,-1,1,-1,-1,0,-1,-1,0,-1
1,-1,0,0,0,-1,1,1,0,-1
1,0,1,0,-1,-1,-1,1,1,-1
1,0,1,1,0,-1,-1,1,1,-1
-1,-1,-1,-1,-1,0,1,1,0,1
-1,1,1,1,1,-1,0,1,1,-1
1,0,0,1,1,1,0,-1,0,-1
1,0,1,-1,-1,-1,1,1,0,-1
1,1,1,1,0,1,1,-1,0,-1
-1,-1,1,-1,1,1,-1,-1,0,0
1,0,1,0,-1,-1,0,1,0,-1
1,0,1,1,1,0,0,-1,0,-1
1,1,1,-1,1,0,-1,1,0,-1
1,0,1,0,-1,-1,1,1,0,-1
-1,-1,-1,-1,-1,0,-1,1,0,1
1,1,1,1,1,-1,0,1,0,-1
1,0,1,1,0,-1,0,1,0,-1
1,0,1,1,1,-1,0,1,0,-1
-1,0,-1,-1,-1,0,-1,-1,0,1
0,0,-1,0,1,1,1,-1,0,1
1,0,1,-1,1,1,0,-1,0,-1
1,-1,0,1,0,0,-1,-1,0,-1
-1,0,1,0,-1,0,0,1,0,-1
-1,-1,1,-1,-1,0,0,1,0,1
1,0,1,-1,1,-1,1,1,1,-1
1,-1,0,1,1,-1,-1,1,1,-1
1,0,1,1,1,-1,0,1,1,-1
1,0,1,0,-1,0,0,-1,0,-1
-1,-1,1,0,-1,0,0,1,0,1
-1,-1,0,-1,-1,0,-1,-1,0,1
1,1,1,-1,-1,0,0,1,1,-1
-1,0,-1,-1,-1,1,1,-1,1,1
1,0,-1,1,1,0,1,1,0,-1
1,0,1,-1,1,-1,0,1,0,-1
-1,-1,0,0,-1,-1,-1,1,0,0
1,1,1,-1,-1,1,1,-1,0,0
1,0,1,1,1,-1,-1,1,0,-1
0,-1,0,0,0,0,-1,1,0,0
-1,-1,-1,0,-1,0,1,1,0,1
-1,-1,1,0,-1,0,1,1,0,1
1,0,-1,1,1,1,1,-1,0,-1
1,0,1,-1,1,0,1,-1,0,-1
0,-1,-1,0,1,-1,-1,1,0,1
1,0,1,-1,1,-1,-1,1,0,-1
1,0,1,-1,-1,0,1,1,0,0
1,1,1,-1,1,-1,0,1,0,-1
1,0,1,-1,-1,-1,1,1,1,0
-1,-1,1,-1,-1,-1,1,1,0,0
-1,-1,-1,0,1,0,1,1,1,1
1,0,1,-1,1,-1,1,1,0,-1
-1,0,-1,-1,1,1,-1,-1,0,1
0,-1,0,0,1,1,1,-1,1,1
1,1,-1,1,1,0,0,1,0,-1
1,-1,0,1,1,-1,1,1,0,1
1,0,1,0,-1,-1,1,1,0,-1
1,1,-1,1,1,1,-1,-1,0,-1
1,0,-1,-1,-1,1,1,1,0,-1
-1,0,1,1,1,-1,1,1,0,-1
1,0,0,0,-1,-1,-1,1,0,-1
1,-1,0,-1,-1,-1,-1,1,0,1
-1,-1,0,-1,-1,1,0,-1,0,1
1,0,1,0,-1,-1,1,1,0,-1
1,0,1,-1,1,0,0,1,1,-1
-1,-1,-1,0,-1,0,0,1,0,1
-1,-1,0,-1,-1,1,0,-1,0,1
1,1,1,-1,1,-1,-1,1,0,-1
-1,-1,1,-1,-1,1,-1,-1,0,1
0,-1,-1,0,1,0,0,1,0,1
1,0,-1,1,1,-1,0,1,0,-1
1,0,1,1,1,1,1,-1,0,-1
-1,0,0,0,-1,-1,-1,1,0,0
1,-1,0,-1,-1,1,0,-1,0,1
-1,0,1,-1,-1,1,-1,-1,0,1
0,-1,1,0,0,-1,-1,1,0,1
1,1,-1,1,1,-1,1,1,0,-1
1,-1,1,1,1,1,1,-1,0,-1
1,0,1,-1,1,0,1,1,1,-1
0,0,-1,0,0,1,1,-1,0,1
1,0,-1,0,-1,1,0,-1,0,-1
0,-1,1,0,1,1,-1,-1,0,1
-1,-1,0,-1,-1,0,0,-1,0,1
-1,0,1,0,-1,1,-1,-1,0,1
0,0,-1,0,0,1,0,-1,0,1
1,0,1,0,-1,0,1,1,0,-1
-1,0,-1,-1,1,1,-1,1,0,1
1,0,1,0,-1,0,0,1,0,-1
-1,0,1,-1,-1,1,0,1,0,-1
1,1,-1,1,1,1,1,-1,0,-1
0,0,0,0,1,0,0,-1,0,1
-1,0,1,-1,1,0,-1,1,0,0
1,1,0,0,-1,-1,-1,1,0,-1
1,0,1,1,1,-1,0,1,0,-1
-1,-1,-1,-1,-1,-1,0,1,0,1
-1,0,1,0,-1,0,0,1,0,-1
-1,0,-1,-1,-1,0,-1,-1,0,1
0,0,1,0,0,0,-1,1,0,1
1,0,1,1,1,0,-1,-1,0,-1
